prub,Fcislo,lok,Lokcode,loctyp,klimabox,Otemp_act,Oprec_act,TreatTemo,TreatPrec,Tmcomb,Treatment,length,weight,SRzL,,changeTc,changeMc,changemerged,changeT,changeM,SRzL,Total biomass,Total biomass log,Aboveground,koreny-vaha,rhi-del,rhi-vah,biomass excluding rhizome,total ramets,ramets per unit length,1odnoze extra-pocet,ext ramets per length,logext ramets per length
1011,371,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry, , ,,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,,1.876,0.588383768,0.414,1.189,,,1.876,10,,0,,
1015,686,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry, , ,,Mc,Tc0,Mc0,Tc0_Mc0,0,0,,1.708,0.569139725,0.354,1.05,,,1.708,13,,0,,
1020,301,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry, , ,,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,,2.44,0.64738297,0.614,1.487,,,2.44,8,,0,,
1025,507,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry, , ,,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,,2.868,0.68735057,0.724,1.772,,,2.868,10,,0,,
1030,254,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry, , ,,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,,2.68,0.670245853,0.876,1.275,,,2.68,15,,0,,
1036,509,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry, , ,,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,,2.732,0.675044736,0.669,1.764,,,2.732,9,,0,,
1037,693,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry, , ,,Mc,Tc0,Mc0,Tc0_Mc0,0,0,,2.171,0.62024019,0.532,1.393,,,2.171,16,,0,,
1045,144,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry, , ,,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,,1.532,0.548020695,0.422,0.932,,,1.532,8,,0,,
1046,641,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry, , ,,Mc,Tc1,Mc0,Tc1_Mc0,1,0,,2.404,0.64384731,0.563,1.517,,,2.404,9,,0,,
1050,75,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry, , ,,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,,1.467,0.539953842,0.393,0.82,,,1.467,7,,0,,
1063,267,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry, , ,,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,,2.41,0.644438589,0.753,1.315,,,2.41,7,,0,,
1071,212,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry, , ,,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,,1.717,0.570192561,0.472,0.985,,,1.717,7,,0,,
1082,213,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry, , ,,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,,1.567,0.552303109,0.443,0.897,,,1.567,6,,0,,
556,418,Ovst,T3_M4,LOW4,B,3,4,3,4,34,Warm_Wet,10.6,0.0163,650.3067485,Mc,Tc0,Mc0,Tc0_Mc0,0,0,650.3067485,2.6268,0.665280727,0.917,0.983,10.6,0.0163,2.6105,13,1.226415094,0,0.001,0.000434077
557,300,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,19.1,0.0474,402.9535865,Mc,Tc2,Mc0,Tc2_Mc0,2,0,402.9535865,2.0976,0.612529561,0.808,0.733,19.1,0.0474,2.0502,9,0.471204188,0,0.001,0.000434077
558,549,Ulv,T1_M1,ALP1,B,1,1,3,4,34,Warm_Wet,2.9,0.002,,Mc,Tc2,Mc3,Tc2_Mc3,2,3,1450,1.697,0.567849451,0.33,0.966,2.9,0.002,1.695,9,3.103448276,0,0.001,0.000434077
561,306,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,14,0.0176,795.4545455,Mc,Tc2,Mc0,Tc2_Mc0,2,0,795.4545455,1.8796,0.588786951,0.693,0.582,14,0.0176,1.862,8,0.571428571,0,0.001,0.000434077
577,316,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,2.1,0.0028,750,Mc,Tc2,Mc0,Tc2_Mc0,2,0,750,1.4588,0.53892545,0.533,0.54,2.1,0.0028,1.456,6,2.857142857,0,0.001,0.000434077
579,682,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,3.4,0.008,425,Mc,Tc0,Mc3,Tc0_Mc3,0,3,425,1.6132,0.557892002,0.336,0.686,3.4,0.008,1.6052,16,4.705882353,0,0.001,0.000434077
580,433,Ovst,T3_M4,LOW4,B,3,4,3,4,34,Warm_Wet,4.6,0.029,158.6206897,Mc,Tc0,Mc0,Tc0_Mc0,0,0,158.6206897,2.5526,0.658259494,0.606,1.28,4.6,0.029,2.5236,19,4.130434783,0,0.001,0.000434077
583,687,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,2.7,0.003,900,Mc,Tc0,Mc3,Tc0_Mc3,0,3,900,1.8999,0.591053471,0.755,0.663,2.7,0.003,1.8969,24,8.888888889,0,0.001,0.000434077
584,443,Ovst,T3_M4,LOW4,B,3,4,3,4,34,Warm_Wet,9.6,0.0095,1010.526316,Mc,Tc0,Mc0,Tc0_Mc0,0,0,1010.526316,2.1595,0.619041129,0.618,0.848,9.6,0.0095,2.15,8,0.833333333,0,0.001,0.000434077
590,586,Ulv,T1_M1,ALP1,B,1,1,3,4,34,Warm_Wet,1.6,0.0036,444.4444444,Mc,Tc2,Mc3,Tc2_Mc3,2,3,444.4444444,2.0132,0.603490804,0.788,0.65,1.6,0.0036,2.0096,8,5,0,0.001,0.000434077
592,472,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,20.3,0.0377,538.4615385,Mc,Tc0,Mc1,Tc0_Mc1,0,1,538.4615385,1.9075,0.591898987,0.58,0.893,20.3,0.0377,1.8698,12,0.591133005,0,0.001,0.000434077
594,55,Hog,T2_M2,INT2,B,2,2,3,4,34,Warm_Wet,2.4,0.0027,888.8888889,Mc,Tc1,Mc2,Tc1_Mc2,1,2,888.8888889,1.684,0.566319622,0.801,0.596,2.4,0.0027,1.6813,9,3.75,0,0.001,0.000434077
598,594,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,4.8,0.0075,640,Mc,Tc1,Mc3,Tc1_Mc3,1,3,640,3.5595,0.745035735,1.458,1.271,4.8,0.0075,3.552,14,2.916666667,0,0.001,0.000434077
600,186,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,5,0.0122,409.8360656,Mc,Tc2,Mc1,Tc2_Mc1,2,1,409.8360656,1.6442,0.561602204,0.606,0.683,5,0.0122,1.632,12,2.4,0,0.001,0.000434077
603,121,Vik,T3_M2,LOW2,B,3,2,3,4,34,Warm_Wet,10.7,0.0215,497.6744186,Mc,Tc0,Mc2,Tc0_Mc2,0,2,497.6744186,1.2254,0.508583582,0.381,0.482,10.7,0.0215,1.2039,4,0.373831776,0,0.001,0.000434077
604,597,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,1.9,0.0028,678.5714286,Mc,Tc1,Mc3,Tc1_Mc3,1,3,678.5714286,2.5548,0.658469312,1.174,0.657,1.9,0.0028,2.552,12,6.315789474,0,0.001,0.000434077
609,246,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,2.1,0.0016,1312.5,Mc,Tc1,Mc1,Tc1_Mc1,1,1,1312.5,2.0977,0.61254016,1.043,0.615,2.1,0.0016,2.0961,16,7.619047619,0,0.001,0.000434077
610,362,Ves,T2_M4,INT4,B,2,4,3,4,34,Warm_Wet,2.1,0.0029,724.137931,Mc,Tc1,Mc0,Tc1_Mc0,1,0,724.137931,2.2513,0.628521753,1.032,0.758,2.1,0.0029,2.2484,11,5.238095238,0,0.001,0.000434077
613,490,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,1.5,0.0018,833.3333333,Mc,Tc0,Mc1,Tc0_Mc1,0,1,833.3333333,2.3009,0.633559345,0.98,1.065,1.5,0.0018,2.2991,7,4.666666667,0,0.001,0.000434077
614,200,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,5,0.0075,666.6666667,Mc,Tc2,Mc1,Tc2_Mc1,2,1,666.6666667,1.3007,0.518606053,0.542,0.547,5,0.0075,1.2932,5,1,0,0.001,0.000434077
617,363,Ves,T2_M4,INT4,B,2,4,3,4,34,Warm_Wet,2.1,0.0018,1166.666667,Mc,Tc1,Mc0,Tc1_Mc0,1,0,1166.666667,2.7548,0.677132254,0.754,1.339,2.1,0.0018,2.753,15,7.142857143,0,0.001,0.000434077
623,256,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,11.5,0.0097,1185.56701,Mc,Tc1,Mc1,Tc1_Mc1,1,1,1185.56701,2.9517,0.694754325,1.018,1.318,11.5,0.0097,2.942,9,0.782608696,0,0.001,0.000434077
629,70,Hog,T2_M2,INT2,B,2,2,3,4,34,Warm_Wet,13,0.0105,,Mc,Tc1,Mc2,Tc1_Mc2,1,2,1238.095238,1.9772,0.599577431,0.714,0.859,13,0.0105,1.9667,10,0.769230769,0,0.001,0.000434077
631,378,Ves,T2_M4,INT4,B,2,4,3,4,34,Warm_Wet,2.9,0.0022,1318.181818,Mc,Tc1,Mc0,Tc1_Mc0,1,0,1318.181818,2.5747,0.660362619,1.145,0.934,2.9,0.0022,2.5725,9,3.103448276,0,0.001,0.000434077
635,209,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,0.8,0.001,800,Mc,Tc2,Mc1,Tc2_Mc1,2,1,800,2.28,0.631443769,0.754,1.012,0.8,0.001,2.279,16,20,0,0.001,0.000434077
637,264,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,2.4,0.0027,888.8888889,Mc,Tc1,Mc1,Tc1_Mc1,1,1,888.8888889,2.5917,0.661973506,0.95,0.885,2.4,0.0027,2.589,17,7.083333333,0,0.001,0.000434077
640,614,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,7,0.0115,608.6956522,Mc,Tc1,Mc3,Tc1_Mc3,1,3,608.6956522,2.207,0.623972512,0.84,1.083,7,0.0115,2.1955,9,1.285714286,0,0.001,0.000434077
641,519,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,2.1,0.0037,567.5675676,Mc,Tc0,Mc1,Tc0_Mc1,0,1,567.5675676,1.8147,0.581460389,0.553,0.997,2.1,0.0037,1.811,10,4.761904762,0,0.001,0.000434077
646,145,Vik,T3_M2,LOW2,B,3,2,3,4,34,Warm_Wet,1.2,0.001,1200,Mc,Tc0,Mc2,Tc0_Mc2,0,2,1200,0.995,0.476396827,0.37,0.442,1.2,0.001,0.994,17,14.16666667,0,0.001,0.000434077
647,622,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,6.2,0.0128,484.375,Mc,Tc1,Mc3,Tc1_Mc3,1,3,484.375,2.0208,0.604312471,0.521,1.057,6.2,0.0128,2.008,13,2.096774194,0,0.001,0.000434077
649,218,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,1,0.0012,833.3333333,Mc,Tc2,Mc1,Tc2_Mc1,2,1,833.3333333,1.0932,0.490408002,0.337,0.506,1,0.0012,1.092,17,17,0,0.001,0.000434077
653,146,Vik,T3_M2,LOW2,B,3,2,3,4,34,Warm_Wet,2.8,0.0005,,Mc,Tc0,Mc2,Tc0_Mc2,0,2,5600,,0.301029996,,0.472,2.8,0.0005,-0.0005,13,4.642857143,0,0.001,0.000434077
655,526,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,12.1,0.0092,1315.217391,Mc,Tc0,Mc1,Tc0_Mc1,0,1,1315.217391,1.4152,0.533416142,0.326,0.774,12.1,0.0092,1.406,16,1.32231405,0,0.001,0.000434077
656,219,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,6.9,0.0093,741.9354839,Mc,Tc2,Mc1,Tc2_Mc1,2,1,741.9354839,0.9563,0.470748503,0.238,0.466,6.9,0.0093,0.947,20,2.898550725,0,0.001,0.000434077
661,592,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,24.5,0.0514,476.6536965,Mc,Tc1,Mc3,Tc1_Mc3,1,3,476.6536965,1.1294,0.495461078,0.338,0.498,24.5,0.0514,1.078,6,0.244897959,0,0.001,0.000434077
673,478,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,22.6,0.0519,435.4527938,Mc,Tc0,Mc1,Tc0_Mc1,0,1,435.4527938,1.5884,0.554900848,0.488,0.757,22.6,0.0519,1.5365,10,0.442477876,0,0.001,0.000434077
678,244,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,6.8,0.0104,653.8461538,Mc,Tc1,Mc1,Tc1_Mc1,1,1,653.8461538,1.5312,0.547922316,0.527,0.659,6.8,0.0104,1.5208,17,2.5,0,0.001,0.000434077
679,291,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,1.2,0.0058,206.8965517,Mc,Tc2,Mc0,Tc2_Mc0,2,0,206.8965517,1.071,0.487279816,0.429,0.371,1.2,0.0058,1.0652,20,16.66666667,0,0.001,0.000434077
682,127,Vik,T3_M2,LOW2,B,3,2,3,4,34,Warm_Wet,1,0.0005,,Mc,Tc0,Mc2,Tc0_Mc2,0,2,2000,2.0529,0.607765888,1.063,0.487,1,0.0005,2.0524,11,11,0,0.001,0.000434077
683,604,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,5.2,0.0064,812.5,Mc,Tc1,Mc3,Tc1_Mc3,1,3,812.5,0.996,0.476541809,0.397,0.355,5.2,0.0064,0.9896,7,1.346153846,0,0.001,0.000434077
684,482,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,6.7,0.0065,1030.769231,Mc,Tc0,Mc1,Tc0_Mc1,0,1,1030.769231,2.359,0.639386869,0.96,0.632,6.7,0.0065,2.3525,7,1.044776119,0,0.001,0.000434077
687,58,Hog,T2_M2,INT2,B,2,2,3,4,34,Warm_Wet,1.5,0.0092,163.0434783,Mc,Tc1,Mc2,Tc1_Mc2,1,2,163.0434783,1.1627,0.500057999,0.427,0.428,1.5,0.0092,1.1535,18,12,0,0.001,0.000434077
693,128,Vik,T3_M2,LOW2,B,3,2,3,4,34,Warm_Wet,1.3,0.0014,928.5714286,Mc,Tc0,Mc2,Tc0_Mc2,0,2,928.5714286,0.8421,0.453639355,0.176,0.33,1.3,0.0014,0.8407,13,10,0,0.001,0.000434077
696,672,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,1.5,0.0015,1000,Mc,Tc0,Mc3,Tc0_Mc3,0,3,1000,1.2185,0.507653513,0.466,0.464,1.5,0.0015,1.217,10,6.666666667,0,0.001,0.000434077
702,557,Ulv,T1_M1,ALP1,B,1,1,3,4,34,Warm_Wet,1.4,0.0018,777.7777778,Mc,Tc2,Mc3,Tc2_Mc3,2,3,777.7777778,1.5408,0.549101397,0.382,0.766,1.4,0.0018,1.539,12,8.571428571,0,0.001,0.000434077
707,683,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,9.5,0.0148,641.8918919,Mc,Tc0,Mc3,Tc0_Mc3,0,3,641.8918919,0.8228,0.450680109,0.232,0.281,9.5,0.0148,0.808,12,1.263157895,0,0.001,0.000434077
708,199,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,12.9,0.0427,302.1077283,Mc,Tc2,Mc1,Tc2_Mc1,2,1,302.1077283,1.2287,0.509027694,0.42,0.478,12.9,0.0427,1.186,9,0.697674419,0,0.001,0.000434077
711,249,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,33,0.0344,959.3023256,Mc,Tc1,Mc1,Tc1_Mc1,1,1,959.3023256,1.4614,0.539251789,0.54,0.646,33,0.0344,1.427,12,0.363636364,0,0.001,0.000434077
722,251,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,6.9,0.0102,676.4705882,Mc,Tc1,Mc1,Tc1_Mc1,1,1,676.4705882,1.9993,0.601983983,0.757,0.901,6.9,0.0102,1.9891,13,1.884057971,0,0.001,0.000434077
727,616,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,2.5,0.003,833.3333333,Mc,Tc1,Mc3,Tc1_Mc3,1,3,833.3333333,0.9316,0.467104713,0.262,0.395,2.5,0.003,0.9286,10,4,0,0.001,0.000434077
728,495,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,3.1,0.0027,1148.148148,Mc,Tc0,Mc1,Tc0_Mc1,0,1,1148.148148,2.633,0.6658623,1.172,0.947,3.1,0.0027,2.6303,10,3.225806452,0,0.001,0.000434077
729,685,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,4,0.0116,344.8275862,Mc,Tc0,Mc3,Tc0_Mc3,0,3,344.8275862,1.7698,0.57631831,0.639,0.765,4,0.0116,1.7582,9,2.25,0,0.001,0.000434077
730,202,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,4,0.0042,952.3809524,Mc,Tc2,Mc1,Tc2_Mc1,2,1,952.3809524,1.0889,0.489803849,0.238,0.552,4,0.0042,1.0847,11,2.75,0,0.001,0.000434077
731,66,Hog,T2_M2,INT2,B,2,2,3,4,34,Warm_Wet,7.5,0.0099,757.5757576,Mc,Tc1,Mc2,Tc1_Mc2,1,2,757.5757576,1.2727,0.514906196,0.403,0.586,7.5,0.0099,1.2628,9,1.2,0,0.001,0.000434077
733,252,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,3,0.0045,666.6666667,Mc,Tc1,Mc1,Tc1_Mc1,1,1,666.6666667,1.9706,0.598856138,0.737,0.726,3,0.0045,1.9661,15,5,0,0.001,0.000434077
738,625,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,2.5,0.0014,,Mc,Tc1,Mc3,Tc1_Mc3,1,3,1785.714286,1.584,0.554368001,0.636,0.559,2.5,0.0014,1.5826,6,2.4,0,0.001,0.000434077
740,686,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,2.5,0.0019,1315.789474,Mc,Tc0,Mc3,Tc0_Mc3,0,3,1315.789474,0.9985,0.476904053,0.278,0.362,2.5,0.0019,0.9966,11,4.4,0,0.001,0.000434077
743,427,Ovst,T3_M4,LOW4,B,3,4,3,4,34,Warm_Wet,7,0.0172,406.9767442,Mc,Tc0,Mc0,Tc0_Mc0,0,0,406.9767442,3.8596,0.76786797,1.318,1.975,7,0.0172,3.8424,11,1.571428571,0,0.001,0.000434077
745,301,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,13.9,0.0297,468.013468,Mc,Tc2,Mc0,Tc2_Mc0,2,0,468.013468,1.9027,0.591365168,0.727,0.775,13.9,0.0297,1.873,10,0.71942446,0,0.001,0.000434077
746,574,Ulv,T1_M1,ALP1,B,1,1,3,4,34,Warm_Wet,4,0.0068,588.2352941,Mc,Tc2,Mc3,Tc2_Mc3,2,3,588.2352941,1.3206,0.521216564,0.395,0.546,4,0.0068,1.3138,19,4.75,0,0.001,0.000434077
749,626,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,2.6,0.0106,245.2830189,Mc,Tc1,Mc3,Tc1_Mc3,1,3,245.2830189,1.6908,0.567120512,0.739,0.568,2.6,0.0106,1.6802,10,3.846153846,0,0.001,0.000434077
752,204,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,13.6,0.0133,1022.556391,Mc,Tc2,Mc1,Tc2_Mc1,2,1,1022.556391,1.2643,0.513790065,0.388,0.489,13.6,0.0133,1.251,11,0.808823529,0,0.001,0.000434077
754,428,Ovst,T3_M4,LOW4,B,3,4,3,4,34,Warm_Wet,6.8,0.0168,404.7619048,Mc,Tc0,Mc0,Tc0_Mc0,0,0,404.7619048,2.5418,0.657228006,0.968,1.034,6.8,0.0168,2.525,11,1.617647059,0,0.001,0.000434077
756,310,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,3,0.0016,,Mc,Tc2,Mc0,Tc2_Mc0,2,0,1875,1.0456,0.483672864,0.427,0.372,3,0.0016,1.044,9,3,0,0.001,0.000434077
766,255,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,1.4,0.0011,1272.727273,Mc,Tc1,Mc1,Tc1_Mc1,1,1,1272.727273,1.736,0.572406868,0.842,0.53,1.4,0.0011,1.7349,11,7.857142857,0,0.001,0.000434077
779,584,Ulv,T1_M1,ALP1,B,1,1,3,4,34,Warm_Wet,2.5,0.0024,1041.666667,Mc,Tc2,Mc3,Tc2_Mc3,2,3,1041.666667,1.4314,0.535471347,0.389,0.784,2.5,0.0024,1.429,11,4.4,0,0.001,0.000434077
782,643,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,5.4,0.0048,1125,Mc,Tc1,Mc3,Tc1_Mc3,1,3,1125,1.4228,0.534381523,0.488,0.694,5.4,0.0048,1.418,6,1.111111111,0,0.001,0.000434077
785,211,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,12.1,0.0293,412.9692833,Mc,Tc2,Mc1,Tc2_Mc1,2,1,412.9692833,1.9643,0.598166512,0.89,0.659,12.1,0.0293,1.935,6,0.495867769,0,0.001,0.000434077
786,77,Hog,T2_M2,INT2,B,2,2,3,4,34,Warm_Wet,3.6,0.0029,1241.37931,Mc,Tc1,Mc2,Tc1_Mc2,1,2,1241.37931,0.8689,0.45771541,0.242,0.505,3.6,0.0029,0.866,4,1.111111111,0,0.001,0.000434077
789,317,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,19.6,0.0412,475.7281553,Mc,Tc2,Mc0,Tc2_Mc0,2,0,475.7281553,1.4111,0.532894451,0.417,0.583,19.6,0.0412,1.3699,10,0.510204082,0,0.001,0.000434077
792,150,Vik,T3_M2,LOW2,B,3,2,3,4,34,Warm_Wet,1.9,0.0025,760,Mc,Tc0,Mc2,Tc0_Mc2,0,2,760,0.8865,0.460371562,0.209,0.469,1.9,0.0025,0.884,13,6.842105263,0,0.001,0.000434077
794,528,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,12.1,0.0085,,Mc,Tc0,Mc1,Tc0_Mc1,0,1,1423.529412,2.4725,0.650550349,1.039,1.075,12.1,0.0085,2.464,14,1.157024793,0,0.001,0.000434077
795,705,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,30.5,0.077,396.1038961,Mc,Tc0,Mc3,Tc0_Mc3,0,3,396.1038961,1.4108,0.532856254,0.28,0.684,30.5,0.077,1.3338,12,0.393442623,0,0.001,0.000434077
797,83,Hog,T2_M2,INT2,B,2,2,3,4,34,Warm_Wet,17.6,0.0178,988.7640449,Mc,Tc1,Mc2,Tc1_Mc2,1,2,988.7640449,1.4979,0.543807389,0.465,0.708,17.6,0.0178,1.4801,12,0.681818182,0,0.001,0.000434077
798,441,Ovst,T3_M4,LOW4,B,3,4,3,4,34,Warm_Wet,18.9,0.0474,398.7341772,Mc,Tc0,Mc0,Tc0_Mc0,0,0,398.7341772,2.0904,0.61176578,0.786,0.698,18.9,0.0474,2.043,6,0.317460317,0,0.001,0.000434077
807,213,Gud,T1_M3,ALP3,B,1,3,3,4,34,Warm_Wet,6.7,0.0097,690.7216495,Mc,Tc2,Mc1,Tc2_Mc1,2,1,690.7216495,0.9987,0.47693302,0.366,0.396,6.7,0.0097,0.989,8,1.194029851,0,0.001,0.000434077
812,589,Ulv,T1_M1,ALP1,B,1,1,3,4,34,Warm_Wet,1.6,0.0011,,Mc,Tc2,Mc3,Tc2_Mc3,2,3,1454.545455,1.4081,0.532512329,0.594,0.544,1.6,0.0011,1.407,14,8.75,0,0.001,0.000434077
815,648,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,1.6,0.0042,380.952381,Mc,Tc1,Mc3,Tc1_Mc3,1,3,380.952381,0.9702,0.472785694,0.356,0.381,1.6,0.0042,0.966,10,6.25,0,0.001,0.000434077
821,278,Ram ,T2_M3,INT3,B,2,3,3,4,34,Warm_Wet,2.6,0.0049,530.6122449,Mc,Tc1,Mc1,Tc1_Mc1,1,1,530.6122449,1.8332,0.583561479,0.832,0.604,2.6,0.0049,1.8283,13,5,0,0.001,0.000434077
823,590,Ulv,T1_M1,ALP1,B,1,1,3,4,34,Warm_Wet,49,0.1076,455.3903346,Mc,Tc2,Mc3,Tc2_Mc3,2,3,455.3903346,3.7101,0.756643714,1.113,1.861,49,0.1076,3.6025,7,0.142857143,1,0.021408163,0.009199324
671,123,Vik,T3_M2,LOW2,B,3,2,3,4,34,Warm_Wet,48.1,0.0584,823.630137,Mc,Tc0,Mc2,Tc0_Mc2,0,2,823.630137,2.7704,0.678554796,1.249,0.958,48.1,0.0584,2.712,12,0.249480249,1,0.021790021,0.009361657
672,596,Alr,T2_M1,INT1,B,2,1,3,4,34,Warm_Wet,41.8,0.1102,379.3103448,Mc,Tc1,Mc3,Tc1_Mc3,1,3,379.3103448,2.6552,0.667938344,0.851,1.131,41.8,0.1102,2.545,11,0.263157895,1,0.024923445,0.010691428
783,523,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,41.1,0.0667,616.191904,Mc,Tc0,Mc1,Tc0_Mc1,0,1,616.191904,1.8703,0.58774463,0.438,1.141,41.1,0.0667,1.8036,11,0.267639903,1,0.0253309,0.010864046
663,656,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,79.5,0.1123,707.9252004,Mc,Tc0,Mc3,Tc0_Mc3,0,3,707.9252004,3.0728,0.70524774,1.391,0.962,79.5,0.1123,2.9605,13,0.163522013,2,0.026157233,0.011213911
734,299,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,38.6,0.0873,442.1534937,Mc,Tc2,Mc0,Tc2_Mc0,2,0,442.1534937,2.3662,0.640103625,0.744,1.045,38.6,0.0873,2.2789,7,0.18134715,1,0.026906736,0.011531003
701,294,Skje,T1_M4,ALP4,B,1,4,3,4,34,Warm_Wet,68.3,0.1622,421.0850801,Mc,Tc2,Mc0,Tc2_Mc0,2,0,421.0850801,2.6103,0.663729187,0.994,0.927,68.3,0.1622,2.4481,9,0.131771596,2,0.030282577,0.012956356
685,663,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,33.2,0.0523,634.7992352,Mc,Tc0,Mc3,Tc0_Mc3,0,3,634.7992352,1.4602,0.539101202,0.447,0.634,33.2,0.0523,1.4079,7,0.210843373,1,0.031120482,0.013309414
677,410,Ovst,T3_M4,LOW4,B,3,4,3,4,34,Warm_Wet,28.1,0.0787,357.0520966,Mc,Tc0,Mc0,Tc0_Mc0,0,0,357.0520966,2.7207,0.674006402,0.987,1.203,28.1,0.0787,2.642,9,0.320284698,1,0.036587189,0.015605837
751,688,Fau,T3_M1,LOW1,B,3,1,3,4,34,Warm_Wet,48.8,0.0466,1047.2103,Mc,Tc0,Mc3,Tc0_Mc3,0,3,1047.2103,2.7237,0.674282308,1.216,0.732,48.8,0.0466,2.6771,8,0.163934426,2,0.041983607,0.017860886
662,475,Arh,T3_M3,LOW3,B,3,3,3,4,34,Warm_Wet,20.5,0.0346,592.4855491,Mc,Tc0,Mc1,Tc0_Mc1,0,1,592.4855491,1.8506,0.585528406,0.438,1.099,20.5,0.0346,1.816,13,0.634146341,1,0.049780488,0.021098496
