prub,Fcislo,lok,Lokcode,loctyp,klimabox,Otemp_act,Oprec_act,TreatTemo,TreatPrec,Tmcomb,Treatment,length,weight,SRzL,,changeTc,changeMc,changemerged,changeT,changeM,SRzL,Total biomass,Total biomass log,Aboveground,koreny-vaha,rhi-del,rhi-vah,biomass excluding rhizome,total ramets,ramets per unit length,1odnoze extra-pocet,ext ramets per length,logext ramets per length
521,212,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,22.3,0.0601,371.0482529,Mc,Tc0,Mc1,Tc0_Mc1,0,1,371.0482529,1.5501,0.550240587,0.478,0.584,22.3,0.0601,1.49,8,0.358744395,1,0.045843049,0.019466514
379,640,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,39.3,0.1178,333.6162988,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,333.6162988,3.8258,0.765355571,1.053,1.844,39.3,0.1178,3.708,9,0.229007634,2,0.051890585,0.021970568
462,138,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,38.9,0.0888,438.0630631,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,438.0630631,2.4828,0.651549363,0.618,1.136,38.9,0.0888,2.394,8,0.205655527,2,0.052413882,0.022186568
312,691,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,19.3,0.0399,483.7092732,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,483.7092732,2.2409,0.627458032,0.188,1.554,19.3,0.0399,2.201,10,0.518134715,1,0.052813472,0.022351433
530,529,Arh,T3_M3,LOW3,A,3,3,1,4,14,Cold_Wet,17,0.0205,829.2682927,Mc,Tc-2,Mc1,Tc-2_Mc1,-2,1,829.2682927,3.4865,0.739295384,1.538,1.349,17,0.0205,3.466,7,0.411764706,1,0.059823529,0.025233557
468,427,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,16.4,0.0545,300.9174312,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,300.9174312,2.4555,0.648896448,0.967,0.942,16.4,0.0545,2.401,11,0.670731707,1,0.06197561,0.026114542
517,150,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,31.8,0.058,548.2758621,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,548.2758621,3.018,0.700530657,0.861,1.655,31.8,0.058,2.96,8,0.251572327,2,0.063893082,0.026897985
426,294,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,15.4,0.0442,348.4162896,Mc,Tc0,Mc0,Tc0_Mc0,0,0,348.4162896,4.6722,0.824269056,0.937,2.902,15.4,0.0442,4.628,8,0.519480519,1,0.065935065,0.027730749
391,409,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,15,0.0315,476.1904762,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,476.1904762,2.3905,0.642513981,0.956,1.085,15,0.0315,2.359,8,0.533333333,1,0.067666667,0.028435684
410,663,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,14.5,0.0365,397.260274,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,397.260274,2.4795,0.651229541,0.73,1.327,14.5,0.0365,2.443,6,0.413793103,1,0.069965517,0.029369782
415,292,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,29,0.0876,331.0502283,Mc,Tc0,Mc0,Tc0_Mc0,0,0,331.0502283,2.0356,0.605908113,0.601,0.834,29,0.0876,1.948,12,0.413793103,2,0.069965517,0.029369782
349,368,Ves,T2_M4,INT4,A,2,4,1,4,14,Cold_Wet,42.8,0.1362,314.2437592,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,314.2437592,2.6272,0.665318271,0.65,1.186,42.8,0.1362,2.491,11,0.257009346,3,0.071093458,0.029827367
296,680,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,42.3,0.0702,602.5641026,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,602.5641026,2.5522,0.658221334,0.075,1.931,42.3,0.0702,2.482,14,0.330969267,3,0.071921986,0.030163179
478,71,Hog,T2_M2,INT2,A,2,2,1,4,14,Cold_Wet,14,0.042,333.3333333,Mc,Tc-1,Mc2,Tc-1_Mc2,-1,2,333.3333333,3.948,0.77437096,0.97,2.476,14,0.042,3.906,10,0.714285714,1,0.072428571,0.030368376
386,592,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,13.9,0.0406,342.364532,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,342.364532,1.8666,0.587329247,0.366,1.01,13.9,0.0406,1.826,6,0.431654676,1,0.072942446,0.030576426
289,425,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,13.3,0.0148,898.6486486,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,898.6486486,2.0658,0.609146012,0.232,1.354,13.3,0.0148,2.051,6,0.45112782,1,0.07618797,0.031888133
510,211,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,13.3,0.03,443.3333333,Mc,Tc0,Mc1,Tc0_Mc1,0,1,443.3333333,2.071,0.609701102,0.559,0.722,13.3,0.03,2.041,6,0.45112782,1,0.07618797,0.031888133
528,155,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,12.9,0.0237,544.3037975,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,544.3037975,2.0177,0.603977505,0.689,0.762,12.9,0.0237,1.994,8,0.620155039,1,0.07851938,0.032827953
463,625,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,12.3,0.04,307.5,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,307.5,1.234,0.509740016,0.3,0.536,12.3,0.04,1.194,7,0.569105691,1,0.082300813,0.034347985
476,688,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,23.6,0.0251,940.2390438,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,940.2390438,4.8491,0.835633507,1.036,2.21,23.6,0.0251,4.824,9,0.381355932,2,0.085745763,0.035728143
396,123,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,11.6,0.0174,666.6666667,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,666.6666667,2.3364,0.637129336,0.757,1,11.6,0.0174,2.319,14,1.206896552,1,0.087206897,0.036312199
452,616,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,11.4,0.032,356.25,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,356.25,2.247,0.628082261,0.628,0.934,11.4,0.032,2.215,12,1.052631579,1,0.088719298,0.036915921
395,350,Ves,T2_M4,INT4,A,2,4,1,4,14,Cold_Wet,33.7,0.0686,491.2536443,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,491.2536443,2.4626,0.649587961,0.594,1.169,33.7,0.0686,2.394,13,0.385756677,3,0.090020772,0.037434774
543,214,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,11.2,0.0163,687.1165644,Mc,Tc0,Mc1,Tc0_Mc1,0,1,687.1165644,1.6593,0.563398016,0.594,0.607,11.2,0.0163,1.643,10,0.892857143,1,0.090285714,0.037540322
346,206,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,11.1,0.016,693.75,Mc,Tc0,Mc1,Tc0_Mc1,0,1,693.75,1.721,0.57065967,0.174,0.671,11.1,0.016,1.705,13,1.171171171,1,0.09109009,0.037860611
362,261,Ram ,T2_M3,INT3,A,2,3,1,4,14,Cold_Wet,11.1,0.0202,549.5049505,Mc,Tc-1,Mc1,Tc-1_Mc1,-1,1,549.5049505,3.1042,0.707927683,0.969,1.313,11.1,0.0202,3.084,11,0.990990991,1,0.09109009,0.037860611
467,67,Hog,T2_M2,INT2,A,2,2,1,4,14,Cold_Wet,11,0.04,275,Mc,Tc-1,Mc2,Tc-1_Mc2,-1,2,275,1.575,0.553276046,0.518,0.68,11,0.04,1.535,15,1.363636364,1,0.091909091,0.038186482
455,202,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,10.8,0.0203,532.0197044,Mc,Tc0,Mc1,Tc0_Mc1,0,1,532.0197044,2.0663,0.609199416,0.657,0.854,10.8,0.0203,2.046,12,1.111111111,1,0.093592593,0.03885556
540,648,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,10.7,0.0226,473.4513274,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,473.4513274,2.0096,0.603101049,0.754,0.845,10.7,0.0226,1.987,9,0.841121495,1,0.094457944,0.039199078
325,186,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,10.3,0.0213,483.5680751,Mc,Tc0,Mc1,Tc0_Mc1,0,1,483.5680751,1.6243,0.559224139,0.323,0.66,10.3,0.0213,1.603,5,0.485436893,1,0.098087379,0.0406369
330,121,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,51.3,0.1487,344.9899126,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,344.9899126,2.8547,0.686162398,0.696,1.503,51.3,0.1487,2.706,9,0.175438596,5,0.098465887,0.040786574
381,219,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,49.3,0.0992,496.9758065,Mc,Tc0,Mc1,Tc0_Mc1,0,1,496.9758065,1.7912,0.578776696,0.492,0.846,49.3,0.0992,1.692,8,0.162271805,5,0.102419878,0.042347036
532,213,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,9.6,0.0206,466.0194175,Mc,Tc0,Mc1,Tc0_Mc1,0,1,466.0194175,1.8636,0.586992157,0.328,0.965,9.6,0.0206,1.843,12,1.25,1,0.105166667,0.043427778
280,654,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,84.6,0.256,330.46875,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,330.46875,3.905,0.771219902,0.3,2.106,84.6,0.256,3.649,13,0.153664303,9,0.107382979,0.044297844
542,710,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,27.6,0.0455,606.5934066,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,606.5934066,2.8145,0.682551191,0.692,1.224,27.6,0.0455,2.769,17,0.615942029,3,0.109695652,0.045203884
544,92,Hog,T2_M2,INT2,A,2,2,1,4,14,Cold_Wet,43.7,0.0662,660.1208459,Mc,Tc-1,Mc2,Tc-1_Mc2,-1,2,660.1208459,2.4282,0.646227228,0.742,1.104,43.7,0.0662,2.362,9,0.205949657,5,0.115416476,0.047437055
425,248,Ram ,T2_M3,INT3,A,2,3,1,4,14,Cold_Wet,8.7,0.0228,381.5789474,Mc,Tc-1,Mc1,Tc-1_Mc1,-1,1,381.5789474,2.5308,0.656174892,0.615,1.46,8.7,0.0228,2.508,7,0.804597701,1,0.115942529,0.047641829
526,588,Ulv,T1_M1,ALP1,A,1,1,1,4,14,Cold_Wet,8.6,0.0215,400,Mc,Tc0,Mc3,Tc0_Mc3,0,3,400,2.8025,0.681467374,0.886,1.217,8.6,0.0215,2.781,9,1.046511628,1,0.11727907,0.048161663
550,157,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,42.2,0.0566,745.5830389,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,745.5830389,3.3846,0.731153447,0.933,1.406,42.2,0.0566,3.328,15,0.355450237,5,0.119483412,0.049017663
304,682,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,8.4,0.0156,538.4615385,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,538.4615385,1.5746,0.553227451,0.023,1.195,8.4,0.0156,1.559,9,1.071428571,1,0.120047619,0.049236487
285,422,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,16.6,0.0288,576.3888889,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,576.3888889,1.7408,0.572964489,0.101,1.356,16.6,0.0288,1.712,15,0.903614458,2,0.121481928,0.049792279
359,517,Arh,T3_M3,LOW3,A,3,3,1,4,14,Cold_Wet,8.3,0.02,415,Mc,Tc-2,Mc1,Tc-2_Mc1,-2,1,415,2.643,0.666798684,0.489,1.623,8.3,0.02,2.623,15,1.807228916,1,0.121481928,0.049792279
409,482,Arh,T3_M3,LOW3,A,3,3,1,4,14,Cold_Wet,8.3,0.022,377.2727273,Mc,Tc-2,Mc1,Tc-2_Mc1,-2,1,377.2727273,4.169,0.79021477,1.304,1.786,8.3,0.022,4.147,8,0.963855422,1,0.121481928,0.049792279
300,681,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,24.7,0.0544,454.0441176,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,454.0441176,1.4194,0.533949907,0.021,1.121,24.7,0.0544,1.365,14,0.566801619,3,0.12245749,0.050169902
339,200,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,16.1,0.0468,344.017094,Mc,Tc0,Mc1,Tc0_Mc1,0,1,344.017094,1.6178,0.558444554,0.305,0.959,16.1,0.0468,1.571,6,0.372670807,2,0.125223602,0.051238833
432,683,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,16.1,0.0434,370.9677419,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,370.9677419,3.7734,0.761431648,1.13,1.277,16.1,0.0434,3.73,10,0.621118012,2,0.125223602,0.051238833
437,296,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,31.8,0.0502,633.4661355,Mc,Tc0,Mc0,Tc0_Mc0,0,0,633.4661355,2.1732,0.620469199,0.461,1.271,31.8,0.0502,2.123,11,0.34591195,4,0.126786164,0.051841505
348,250,Ram ,T2_M3,INT3,A,2,3,1,4,14,Cold_Wet,23.4,0.061,383.6065574,Mc,Tc-1,Mc1,Tc-1_Mc1,-1,1,383.6065574,2.344,0.637889817,0.487,1.248,23.4,0.061,2.283,11,0.47008547,3,0.129205128,0.052772842
298,312,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,15.3,0.0235,651.0638298,Mc,Tc0,Mc0,Tc0_Mc0,0,0,651.0638298,2.1205,0.614949918,0.135,1.454,15.3,0.0235,2.097,12,0.784313725,2,0.131718954,0.05373859
485,639,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,45.5,0.1462,311.2175103,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,311.2175103,2.3552,0.639008104,0.474,1.278,45.5,0.1462,2.209,10,0.21978022,6,0.132868132,0.05417936
311,583,Ulv,T1_M1,ALP1,A,1,1,1,4,14,Cold_Wet,21.6,0.0422,511.8483412,Mc,Tc0,Mc3,Tc0_Mc3,0,3,511.8483412,1.9572,0.597388,0.106,1.045,21.6,0.0422,1.915,10,0.462962963,3,0.139888889,0.05686252
283,549,Ulv,T1_M1,ALP1,A,1,1,1,4,14,Cold_Wet,14.4,0.0341,422.28739,Mc,Tc0,Mc3,Tc0_Mc3,0,3,422.28739,1.6051,0.556917316,0.08,1.087,14.4,0.0341,1.571,9,0.625,2,0.139888889,0.05686252
281,418,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,7.1,0.0216,328.7037037,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,328.7037037,1.7356,0.572360367,,0.989,7.1,0.0216,1.714,12,1.690140845,1,0.14184507,0.057607181
286,306,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,7.1,0.0184,385.8695652,Mc,Tc0,Mc0,Tc0_Mc0,0,0,385.8695652,1.6824,0.566130962,0.201,0.943,7.1,0.0184,1.664,10,1.408450704,1,0.14184507,0.057607181
450,370,Ves,T2_M4,INT4,A,2,4,1,4,14,Cold_Wet,7.1,0.0109,651.3761468,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,651.3761468,1.7569,0.574829635,0.569,0.69,7.1,0.0109,1.746,14,1.971830986,1,0.14184507,0.057607181
473,139,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,6.7,0.0072,930.5555556,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,930.5555556,1.9382,0.595297768,0.674,0.707,6.7,0.0072,1.931,14,2.089552239,1,0.150253731,0.060793651
488,205,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,26.8,0.0564,475.177305,Mc,Tc0,Mc1,Tc0_Mc1,0,1,475.177305,2.1004,0.612826225,0.719,0.684,26.8,0.0564,2.044,14,0.52238806,4,0.150253731,0.060793651
442,494,Arh,T3_M3,LOW3,A,3,3,1,4,14,Cold_Wet,40,0.0945,423.2804233,Mc,Tc-2,Mc1,Tc-2_Mc1,-2,1,423.2804233,1.7805,0.577549242,0.461,0.898,40,0.0945,1.686,13,0.325,6,0.151,0.061075324
423,59,Hog,T2_M2,INT2,A,2,2,1,4,14,Cold_Wet,26.6,0.0654,406.7278287,Mc,Tc-1,Mc2,Tc-1_Mc2,-1,2,406.7278287,4.1794,0.790946309,1.386,1.845,26.6,0.0654,4.114,10,0.37593985,4,0.15137594,0.06121715
456,66,Hog,T2_M2,INT2,A,2,2,1,4,14,Cold_Wet,6.6,0.0078,846.1538462,Mc,Tc-1,Mc2,Tc-1_Mc2,-1,2,846.1538462,1.3088,0.519670517,0.344,0.701,6.6,0.0078,1.301,4,0.606060606,1,0.152515152,0.061646644
422,197,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,13,0.0348,373.5632184,Mc,Tc0,Mc1,Tc0_Mc1,0,1,373.5632184,2.5748,0.660372112,0.794,0.857,13,0.0348,2.54,10,0.769230769,2,0.154846154,0.062524132
443,684,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,6.5,0.0049,1326.530612,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,1326.530612,2.2859,0.632042034,0.762,1.014,6.5,0.0049,2.281,7,1.076923077,1,0.154846154,0.062524132
525,320,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,32.2,0.0532,605.2631579,Mc,Tc0,Mc0,Tc0_Mc0,0,0,605.2631579,3.8782,0.769244358,0.963,2.151,32.2,0.0532,3.825,9,0.279503106,5,0.156279503,0.063062827
321,353,Ves,T2_M4,INT4,A,2,4,1,4,14,Cold_Wet,6.1,0.0136,448.5294118,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,448.5294118,2.3586,0.639347015,0.774,0.829,6.1,0.0136,2.345,16,2.62295082,1,0.164934426,0.06630148
475,507,Arh,T3_M3,LOW3,A,3,3,1,4,14,Cold_Wet,6.1,0.0134,455.2238806,Mc,Tc-2,Mc1,Tc-2_Mc1,-2,1,455.2238806,2.1614,0.619239463,0.554,0.955,6.1,0.0134,2.148,10,1.639344262,1,0.164934426,0.06630148
397,596,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,11.8,0.0273,432.2344322,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,432.2344322,2.7093,0.672956358,0.831,0.939,11.8,0.0273,2.682,11,0.93220339,2,0.170491525,0.068368274
494,375,Ves,T2_M4,INT4,A,2,4,1,4,14,Cold_Wet,29.2,0.0634,460.5678233,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,460.5678233,2.7884,0.680190422,1.089,0.976,29.2,0.0634,2.725,13,0.445205479,5,0.172232877,0.069013898
461,371,Ves,T2_M4,INT4,A,2,4,1,4,14,Cold_Wet,5.7,0.0065,876.9230769,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,876.9230769,2.1725,0.620396345,0.481,1.025,5.7,0.0065,2.166,14,2.456140351,1,0.176438596,0.070569264
505,377,Ves,T2_M4,INT4,A,2,4,1,4,14,Cold_Wet,5.5,0.0148,371.6216216,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,371.6216216,3.9098,0.771572784,0.685,2.368,5.5,0.0148,3.895,17,3.090909091,1,0.182818182,0.072917992
529,646,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,5.5,0.004,,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,1375,1.079,0.488409689,0.257,0.454,5.5,0.004,1.075,7,1.272727273,1,0.182818182,0.072917992
364,141,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,10.8,0.0368,293.4782609,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,293.4782609,2.1648,0.619594151,0.587,0.951,10.8,0.0368,2.128,9,0.833333333,2,0.186185185,0.074152496
336,122,Vik,T3_M2,LOW2,A,3,2,1,4,14,Cold_Wet,5.3,0.0106,500,Mc,Tc-2,Mc2,Tc-2_Mc2,-2,2,500,2.1746,0.620614869,0.392,1.449,5.3,0.0106,2.164,4,0.754716981,1,0.189679245,0.075429885
474,626,Alr,T2_M1,INT1,A,2,1,1,4,14,Cold_Wet,15.3,0.0455,336.2637363,Mc,Tc-1,Mc3,Tc-1_Mc3,-1,3,336.2637363,2.5335,0.65643362,0.783,1.07,15.3,0.0455,2.488,10,0.653594771,3,0.197078431,0.078122606
435,416,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,5.1,0.0222,229.7297297,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,229.7297297,1.9082,0.59197678,0.696,0.701,5.1,0.0222,1.886,10,1.960784314,1,0.197078431,0.078122606
287,551,Ulv,T1_M1,ALP1,A,1,1,1,4,14,Cold_Wet,10,0.0307,325.732899,Mc,Tc0,Mc3,Tc0_Mc3,0,3,325.732899,2.3217,0.635654616,0.521,1.155,10,0.0307,2.291,10,1,2,0.201,0.079543007
424,415,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,9.9,0.0332,298.1927711,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,298.1927711,2.4772,0.651006495,0.589,1.304,9.9,0.0332,2.444,7,0.707070707,2,0.203020202,0.08027292
503,315,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,13.9,0.0232,599.137931,Mc,Tc0,Mc0,Tc0_Mc0,0,0,599.137931,2.2172,0.625024198,0.643,1.157,13.9,0.0232,2.194,8,0.575539568,3,0.216827338,0.085228958
480,254,Ram ,T2_M3,INT3,A,2,3,1,4,14,Cold_Wet,4.6,0.0099,464.6464646,Mc,Tc-1,Mc1,Tc-1_Mc1,-1,1,464.6464646,3.3829,0.731016312,1.24,1.673,4.6,0.0099,3.373,8,1.739130435,1,0.218391304,0.085786791
326,56,Hog,T2_M2,INT2,A,2,2,1,4,14,Cold_Wet,4.5,0.0069,652.173913,Mc,Tc-1,Mc2,Tc-1_Mc2,-1,2,652.173913,2.9639,0.695823024,1.195,1.085,4.5,0.0069,2.957,11,2.444444444,1,0.223222222,0.087505362
493,581,Ulv,T1_M1,ALP1,A,1,1,1,4,14,Cold_Wet,4.5,0.0069,652.173913,Mc,Tc0,Mc3,Tc0_Mc3,0,3,652.173913,2.6459,0.667069858,0.842,1.161,4.5,0.0069,2.639,12,2.666666667,1,0.223222222,0.087505362
547,323,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,13.4,0.0297,451.1784512,Mc,Tc0,Mc0,Tc0_Mc0,0,0,451.1784512,2.8057,0.681756656,0.736,1.354,13.4,0.0297,2.776,13,0.970149254,3,0.224880597,0.088093755
433,199,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,4.4,0.0055,800,Mc,Tc0,Mc1,Tc0_Mc1,0,1,800,1.6575,0.563184335,0.498,0.789,4.4,0.0055,1.652,9,2.045454545,1,0.228272727,0.089294809
318,181,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,4.3,0.013,330.7692308,Mc,Tc0,Mc1,Tc0_Mc1,0,1,330.7692308,2.095,0.612253906,0.557,0.686,4.3,0.013,2.082,7,1.627906977,1,0.23355814,0.091159623
421,672,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,21.5,0.0598,359.5317726,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,359.5317726,2.4338,0.646776099,0.739,0.912,21.5,0.0598,2.374,12,0.558139535,5,0.23355814,0.091159623
512,438,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,4.2,0.0045,933.3333333,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,933.3333333,1.9215,0.593452219,0.636,0.842,4.2,0.0045,1.917,7,1.666666667,1,0.239095238,0.093104688
290,307,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,20.4,0.0692,294.7976879,Mc,Tc0,Mc0,Tc0_Mc0,0,0,294.7976879,2.1212,0.615023691,0.081,1.417,20.4,0.0692,2.052,10,0.490196078,5,0.246098039,0.095552213
293,430,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,8,0.0121,661.1570248,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,661.1570248,2.2281,0.62614525,0.077,1.589,8,0.0121,2.216,10,1.25,2,0.251,0.09725731
534,445,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,4,0.0164,243.902439,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,243.902439,1.7884,0.578455828,0.569,0.813,4,0.0164,1.772,6,1.5,1,0.251,0.09725731
393,289,Skje,T1_M4,ALP4,A,1,4,1,4,14,Cold_Wet,11.6,0.0428,271.0280374,Mc,Tc0,Mc0,Tc0_Mc0,0,0,271.0280374,1.6368,0.560719418,0.454,0.902,11.6,0.0428,1.594,11,0.948275862,3,0.25962069,0.100239785
295,553,Ulv,T1_M1,ALP1,A,1,1,1,4,14,Cold_Wet,15.2,0.0352,431.8181818,Mc,Tc0,Mc3,Tc0_Mc3,0,3,431.8181818,1.9592,0.597607441,0.597,1.282,15.2,0.0352,1.924,10,0.657894737,4,0.264157895,0.101801321
389,183,Gud,T1_M3,ALP3,A,1,3,1,4,14,Cold_Wet,11.4,0.0393,290.0763359,Mc,Tc0,Mc1,Tc0_Mc1,0,1,290.0763359,2.2213,0.625446218,0.905,0.766,11.4,0.0393,2.182,12,1.052631579,3,0.264157895,0.101801321
370,396,Ves,T2_M4,INT4,A,2,4,1,4,14,Cold_Wet,7.5,0.0252,297.6190476,Mc,Tc-1,Mc0,Tc-1_Mc0,-1,0,297.6190476,4.2762,0.797696775,1.24,2.193,7.5,0.0252,4.251,11,1.466666667,2,0.267666667,0.103005071
500,75,Hog,T2_M2,INT2,A,2,2,1,4,14,Cold_Wet,14.8,0.0435,340.2298851,Mc,Tc-1,Mc2,Tc-1_Mc2,-1,2,340.2298851,1.6555,0.562946788,0.416,0.802,14.8,0.0435,1.612,9,0.608108108,4,0.27127027,0.104237891
402,410,Ovst,T3_M4,LOW4,A,3,4,1,4,14,Cold_Wet,10.7,0.0188,569.1489362,Mc,Tc-2,Mc0,Tc-2_Mc0,-2,0,569.1489362,3.4108,0.733261481,1.324,1.502,10.7,0.0188,3.392,10,0.934579439,3,0.281373832,0.107675851
491,255,Ram ,T2_M3,INT3,A,2,3,1,4,14,Cold_Wet,10.5,0.0207,507.2463768,Mc,Tc-1,Mc1,Tc-1_Mc1,-1,1,507.2463768,1.7677,0.576076315,0.71,0.598,10.5,0.0207,1.747,9,0.857142857,3,0.286714286,0.109482123
520,705,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,33.6,0.0768,437.5,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,437.5,3.1548,0.71221182,0.562,1.786,33.6,0.0768,3.078,18,0.535714286,10,0.298619048,0.113481769
388,656,Fau,T3_M1,LOW1,A,3,1,1,4,14,Cold_Wet,3.3,0.0047,702.1276596,Mc,Tc-2,Mc3,Tc-2_Mc3,-2,3,702.1276596,2.0977,0.61254016,0.667,1.001,3.3,0.0047,2.093,15,4.545454545,1,0.304030303,0.115287684
